id,spaceCode,spaceName,floor
895,4M686,571,4
893,4M684,572,4
891,4M682,573,4
889,4M680,574,4
900,4M691,575,4
898,4M689,576,4
896,4M687,577,4
894,4M685,578,4
892,4M683,579,4
890,4M681,580,4
911,4M702,581,4
909,4M700,582,4
907,4M698,583,4
905,4M696,584,4
903,4M694,585,4
901,4M692,586,4
912,4M703,587,4
910,4M701,588,4
908,4M699,589,4
906,4M697,590,4
904,4M695,591,4
902,4M693,592,4
923,4M714,593,4
921,4M712,594,4
919,4M710,595,4
917,4M708,596,4
915,4M706,597,4
913,4M704,598,4
924,4M715,599,4
922,4M713,600,4
920,4M711,601,4
918,4M709,602,4
916,4M707,603,4
914,4M705,604,4
935,4M726,605,4
933,4M724,606,4
931,4M722,607,4
929,4M720,608,4
927,4M718,609,4
925,4M716,610,4
936,4M727,611,4
934,4M725,612,4
932,4M723,613,4
930,4M721,614,4
928,4M719,615,4
926,4M717,616,4
838,4O798,617,4
840,4O800,618,4
839,4O799,619,4
841,4O801,620,4
842,4O802,621,4
844,4O804,622,4
843,4O803,623,4
845,4O805,624,4
846,4O806,625,4
848,4O808,626,4
847,4O807,627,4
849,4O809,628,4
850,4O810,629,4
852,4O812,630,4
851,4O811,631,4
853,4O813,632,4
854,4O814,633,4
856,4O816,634,4
855,4O815,635,4
857,4O817,636,4
858,4O818,637,4
860,4O820,638,4
859,4O819,639,4
861,4O821,640,4
992,4P2001,641,4
993,4P2002,642,4
994,4P2003,643,4
997,4P2006,644,4
996,4P2005,645,4
995,4P2004,646,4
998,4P2007,647,4
999,4P2008,648,4
1000,4P2009,649,4
1003,4P2012,650,4
1002,4P2011,651,4
1001,4P2010,652,4
1009,4R2015,653,4
1008,4R2014,654,4
1007,4R2013,655,4
1012,4R2018,656,4
1011,4R2017,657,4
1010,4R2016,658,4
1015,4R2021,659,4
1014,4R2020,660,4
1013,4R2019,661,4
1018,4R2024,662,4
1017,4R2023,663,4
1016,4R2022,664,4
1023,4R588,665,4
1025,4R590,666,4
1027,4R592,667,4
1029,4R594,668,4
1031,4R596,669,4
1033,4R598,670,4
1035,4R600,671,4
1037,4R602,672,4
1038,4R603,673,4
1036,4R601,674,4
1034,4R599,675,4
1032,4R597,676,4
1030,4R595,677,4
1028,4R593,678,4
1026,4R591,679,4
1024,4R589,680,4
1039,4R604,681,4
1041,4R606,682,4
1043,4R608,683,4
1045,4R610,684,4
1047,4R612,685,4
1049,4R614,686,4
1051,4R616,687,4
1053,4R618,688,4
1054,4R619,689,4
1052,4R617,690,4
1050,4R615,691,4
1048,4R613,692,4
1046,4R611,693,4
1044,4R609,694,4
1042,4R607,695,4
1040,4R605,696,4
1055,4R620,697,4
1057,4R622,698,4
1059,4R624,699,4
1061,4R626,700,4
1063,4R628,701,4
1065,4R630,702,4
1067,4R632,703,4
1069,4R634,704,4
1070,4R635,705,4
1068,4R633,706,4
1066,4R631,707,4
1064,4R629,708,4
1062,4R627,709,4
1060,4R625,710,4
1058,4R623,711,4
1056,4R621,712,4
1071,4R636,713,4
1073,4R638,714,4
1075,4R640,715,4
1077,4R642,716,4
1079,4R644,717,4
1081,4R646,718,4
1083,4R648,719,4
1085,4R650,720,4
1086,4R651,721,4
1084,4R649,722,4
1082,4R647,723,4
1080,4R645,724,4
1078,4R643,725,4
1076,4R641,726,4
1074,4R639,727,4
1072,4R637,728,4
1087,4R652,729,4
1089,4R654,730,4
1090,4R655,731,4
1088,4R653,732,4
1019,4R2025,733,4
1021,4R2027,734,4
1022,4R2028,735,4
1020,4R2026,736,4
1136,4T555,751,4
1134,4T553,752,4
1137,4T556,753,4
1135,4T554,754,4
1140,4T559,755,4
1138,4T557,756,4
1141,4T560,757,4
1139,4T558,758,4
1225,4W520,759,4
1223,4W518,760,4
1221,4W516,761,4
1219,4W514,762,4
1217,4W512,763,4
1215,4W510,764,4
1213,4W508,765,4
1211,4W506,766,4
1212,4W507,767,4
1214,4W509,768,4
1216,4W511,769,4
1218,4W513,770,4
1220,4W515,771,4
1222,4W517,772,4
1224,4W519,773,4
1226,4W521,774,4
1241,4W536,775,4
1239,4W534,776,4
1237,4W532,777,4
1235,4W530,778,4
1233,4W528,779,4
1231,4W526,780,4
1229,4W524,781,4
1227,4W522,782,4
1228,4W523,783,4
1230,4W525,784,4
1232,4W527,785,4
1234,4W529,786,4
1236,4W531,787,4
1238,4W533,788,4
1240,4W535,789,4
1242,4W537,790,4
1255,4W550,791,4
1253,4W548,792,4
1251,4W546,793,4
1249,4W544,794,4
1246,4W540,796,4
1243,4W538,797,4
1244,4W539,798,4
1245,4W541,799,4
1257,4W543-1,800,4
1250,4W545,801,4
1252,4W547,802,4
1254,4W549,803,4
1256,4W551,804,4
616,5A826,805,5
614,5A824,806,5
612,5A822,807,5
617,5A827,808,5
615,5A825,809,5
613,5A823,810,5
622,5A832,811,5
620,5A830,812,5
618,5A828,813,5
623,5A833,814,5
621,5A831,815,5
619,5A829,816,5
626,5A836,817,5
625,5A835,818,5
624,5A834,819,5
631,5A841,820,5
629,5A839,821,5
627,5A837,822,5
632,5A842,823,5
630,5A840,824,5
628,5A838,825,5
643,5A853,826,5
641,5A851,827,5
639,5A849,828,5
637,5A847,829,5
635,5A845,830,5
633,5A843,831,5
644,5A854,832,5
642,5A852,833,5
640,5A850,834,5
638,5A848,835,5
636,5A846,836,5
634,5A844,837,5
655,5A865,838,5
653,5A863,839,5
651,5A861,840,5
649,5A859,841,5
647,5A857,842,5
645,5A855,843,5
656,5A866,844,5
654,5A864,845,5
652,5A862,846,5
650,5A860,847,5
648,5A858,848,5
646,5A856,849,5
673,5A883,850,5
671,5A881,851,5
669,5A879,852,5
667,5A877,853,5
665,5A875,854,5
663,5A873,855,5
661,5A871,856,5
659,5A869,857,5
657,5A867,858,5
674,5A884,859,5
672,5A882,860,5
670,5A880,861,5
668,5A878,862,5
666,5A876,863,5
664,5A874,864,5
662,5A872,865,5
660,5A870,866,5
658,5A868,867,5
677,5A887,868,5
676,5A886,869,5
675,5A885,870,5
549,5B888,871,5
550,5B889,872,5
551,5B890,873,5
552,5B891,874,5
553,5B892,875,5
554,5B893,876,5
555,5B894,877,5
556,5B895,878,5
557,5B896,879,5
558,5B897,880,5
559,5B898,881,5
560,5B899,882,5
561,5B900,883,5
562,5B901,884,5
563,5B902,885,5
564,5B903,886,5
565,5B904,887,5
566,5B905,888,5
567,5B906,889,5
569,5B908,890,5
571,5B910,891,5
568,5B907,892,5
570,5B909,893,5
572,5B911,894,5
573,5B912,895,5
575,5B914,896,5
577,5B916,897,5
574,5B913,898,5
576,5B915,899,5
578,5B917,900,5
579,5B918,901,5
581,5B920,902,5
583,5B922,903,5
580,5B919,904,5
582,5B921,905,5
584,5B923,906,5
585,5B924,907,5
587,5B926,908,5
589,5B928,909,5
591,5B930,910,5
593,5B932,911,5
595,5B934,912,5
596,5B935,913,5
597,5B936,914,5
594,5B933,915,5
592,5B931,916,5
590,5B929,917,5
588,5B927,918,5
586,5B925,919,5
